ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT,PCON_DISC,PCDISC_AUD,PCDISC_MEN,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_MOT2,PSINDER,CASOS_COVID,CASOS_DENGUE,NEUMONIA,EMBARAZO,DIABETES,HIPERTENSION,ASMA,INMUSUPR,CARDIOVASCULAR,RENAL_CRONICA,OBESIDAD,EPOC,TABAQUISMO,INTUBADO,ENFERMEDAD_ULC_PEPTICA,ENFERMEDAD_RENAL,INMUNOSUPR,CIRROSIS_HEPATICA,FIEBRE,EXANTEMA,CASOS_FIEBRE
1,Aguascalientes,1,Aguascalientes,951537,47525,8636,8618,23117,20047,5894,8226,173199,6921,104,699,41,703,1098,278,148,182,230,342,207,286,89,1,2,0,0,1,1,1
1,Aguascalientes,2,Asientos,51896,2886,514,505,1425,1206,379,551,7590,92,0,27,0,20,27,4,2,7,6,17,10,14,5,0,0,0,0,1,1,1
1,Aguascalientes,3,Calvillo,58486,4088,853,804,2079,1640,556,762,11832,413,5,67,0,37,55,9,7,17,15,17,17,30,4,0,0,0,0,1,1,1
1,Aguascalientes,4,Cosío,17187,805,148,127,432,305,118,147,2347,41,0,12,0,13,13,2,0,3,2,3,6,4,2,0,0,0,0,0,0,0
1,Aguascalientes,5,Jesús María,130388,5036,847,959,2224,2089,837,980,27299,348,6,35,0,42,67,24,14,14,13,35,20,25,3,0,0,0,0,0,0,0
1,Aguascalientes,6,Pabellón de Arteaga,48220,2624,487,451,1283,1150,313,462,8858,125,1,25,1,21,26,4,9,4,6,7,12,12,4,0,0,0,0,0,0,0
1,Aguascalientes,7,Rincón de Romos,58256,3323,579,620,1572,1413,435,587,11395,359,1,47,2,43,53,17,5,5,14,53,8,14,4,0,0,0,0,0,0,0
1,Aguascalientes,8,San José de Gracia,9603,569,111,115,247,235,89,118,1249,26,0,5,0,5,8,2,0,1,0,2,3,4,2,0,0,0,0,0,0,0
1,Aguascalientes,9,Tepezalá,22765,1063,200,154,562,405,154,254,3358,75,0,20,1,15,22,1,3,5,5,5,8,7,5,0,0,0,0,0,0,0
1,Aguascalientes,10,El Llano,21706,1141,245,208,580,487,178,256,4387,99,1,14,3,14,25,2,1,4,4,8,4,5,2,0,0,0,0,0,0,0
1,Aguascalientes,11,San Francisco de los Romo,62281,2234,369,406,986,911,344,383,10574,229,9,19,3,24,28,11,7,9,3,16,6,13,1,0,0,0,0,0,0,0
2,Baja California,1,Ensenada,448024,20367,3594,3513,9811,8431,2674,3784,77808,629,2,350,13,84,103,17,13,16,12,47,21,34,56,0,0,0,0,6,6,6
2,Baja California,2,Mexicali,1055880,44519,7959,8117,21524,18650,6575,9033,190666,1765,9,1311,15,517,752,106,290,697,141,515,372,352,146,0,0,0,0,3,3,3
2,Baja California,3,Tecate,110003,4104,823,848,1860,1774,728,883,19715,26,4,9,0,5,11,1,2,2,1,5,2,1,6,0,0,0,0,0,0,0
2,Baja California,4,Tijuana,1923611,71235,12522,13591,31905,32081,11683,14351,481326,654,7,344,11,57,83,26,44,26,16,62,15,40,31,0,0,1,0,5,5,5
2,Baja California,5,Playas de Rosarito,127520,5391,1165,1086,2563,2296,962,1134,35648,7,4,4,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
3,Baja California Sur,1,Comondú,74736,4530,908,832,2182,2078,591,852,8554,149,90,27,4,36,52,8,4,11,14,23,11,10,6,0,0,0,0,0,0,0
3,Baja California Sur,2,Mulegé,65308,3330,645,716,1428,1438,564,718,9591,129,1,38,5,15,33,6,3,6,4,12,5,8,10,0,0,0,0,0,0,0
3,Baja California Sur,3,La Paz,295028,15395,2726,2809,7333,6985,1914,2784,41161,1710,55,720,35,296,408,72,36,103,93,154,50,64,45,1,0,0,0,4,4,4
3,Baja California Sur,8,Los Cabos,352686,11218,1913,1947,4317,5470,1912,2035,67586,1091,177,492,13,186,186,41,64,30,21,45,27,24,30,0,0,1,0,1,1,1
3,Baja California Sur,9,Loreto,18432,910,171,185,399,407,132,186,2378,122,3,25,1,40,38,8,2,8,8,33,7,14,5,0,0,0,0,0,0,0
4,Campeche,1,Calkiní,59376,2955,722,481,1390,1206,544,593,10632,41,2,12,1,6,5,2,1,2,3,1,1,1,3,0,0,0,0,0,0,0
4,Campeche,2,Campeche,294828,19010,3576,3457,9632,8525,2476,3253,57005,969,101,227,13,113,151,68,24,43,36,52,27,20,31,0,0,0,0,2,2,2
4,Campeche,3,Carmen,251232,12608,2326,2387,5834,6328,1930,2202,57600,508,165,376,7,97,74,20,10,15,16,24,19,13,30,0,0,0,0,4,4,4
4,Campeche,4,Champotón,78797,4095,831,678,1984,1736,677,707,18824,93,2,36,4,20,24,4,1,7,6,2,6,0,10,0,0,0,0,0,0,0
4,Campeche,5,Hecelchakán,31966,1700,432,316,935,686,285,331,7095,34,4,15,1,4,2,1,2,1,4,4,1,1,4,0,0,0,0,0,0,0
4,Campeche,6,Hopelchén,42285,1912,518,319,952,847,324,356,9503,38,5,18,0,8,5,3,3,2,1,4,3,1,3,0,0,0,0,0,0,0
4,Campeche,7,Palizada,9046,435,89,93,218,204,100,123,1231,6,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,Campeche,8,Tenabo,11494,758,164,142,402,355,129,161,2125,26,3,7,2,3,3,0,0,0,2,1,1,1,3,0,0,0,0,0,0,0
4,Campeche,9,Escárcega,60663,3389,799,687,1555,1506,559,572,13457,127,10,64,3,32,28,12,3,4,5,12,6,5,3,0,0,0,0,0,0,0
4,Campeche,10,Calakmul,32105,1714,432,327,703,859,327,293,7855,24,3,15,0,6,5,1,1,0,1,0,0,1,4,0,0,0,0,0,0,0
4,Campeche,11,Candelaria,48603,2505,631,595,1122,1228,542,527,15220,25,5,13,1,6,2,1,2,0,2,2,2,1,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,2,Acuña,163496,6307,1088,999,2892,2898,1029,1382,31769,139,9,47,1,46,57,11,2,16,15,18,4,14,3,0,0,0,0,1,1,1
5,Coahuila de Zaragoza,3,Allende,23163,1013,265,227,532,430,232,303,5306,32,1,7,0,6,10,2,0,4,1,8,1,3,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,4,Arteaga,30778,1268,295,204,587,551,210,297,8331,33,0,17,0,4,6,1,2,1,1,2,2,0,2,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,5,Candela,1653,89,14,14,36,44,8,17,309,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,6,Castaños,29293,961,204,115,395,432,144,158,4615,9,3,1,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,7,Cuatro Ciénegas,12906,709,163,116,332,338,110,166,2543,7,0,3,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,8,Escobedo,3085,158,31,15,77,56,21,32,1087,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,9,Francisco I. Madero,59269,3076,578,467,1563,1256,418,618,13004,7,1,2,0,4,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,10,Frontera,82485,3500,763,495,1829,1389,546,776,13095,24,2,4,1,4,4,1,2,1,1,5,0,5,2,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,11,General Cepeda,12186,519,110,81,247,211,80,92,2367,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,13,Hidalgo,1787,52,6,7,17,21,7,10,906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,14,Jiménez,9933,454,86,60,206,209,68,88,2365,5,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,15,Juárez,1667,157,30,14,66,81,14,16,483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,16,Lamadrid,1785,76,14,6,37,30,8,10,237,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,17,Matamoros,119112,6318,1126,1026,3259,2574,850,1246,27593,31,2,14,1,6,5,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,18,Monclova,238211,11954,2543,1951,6231,4762,1744,2603,37049,123,10,16,6,23,28,3,5,5,4,13,3,17,3,0,0,0,0,1,1,1
5,Coahuila de Zaragoza,19,Morelos,8082,346,66,51,153,154,62,78,1473,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,20,Múzquiz,72141,4179,1040,664,2086,1644,671,932,12051,91,5,6,1,20,19,4,1,5,5,5,3,7,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,21,Nadadores,6627,485,117,62,211,219,65,81,930,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,22,Nava,33364,1467,304,271,677,646,244,303,5678,18,2,3,0,2,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,24,Parras,44782,3168,650,568,1366,1496,522,672,9847,10,1,4,0,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,25,Piedras Negras,177451,6653,1313,1136,3236,2714,1150,1632,34827,296,28,11,7,29,48,13,5,2,8,13,2,9,2,0,0,0,0,7,7,7
5,Coahuila de Zaragoza,26,Progreso,3284,256,56,30,127,107,28,59,627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,27,Ramos Arizpe,123816,3509,696,560,1368,1600,643,811,19963,36,0,11,0,4,6,0,1,2,0,4,0,3,3,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,28,Sabinas,64980,2853,653,424,1480,1065,473,720,10322,208,5,4,0,54,74,10,10,30,19,34,12,25,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,29,Sacramento,2505,139,25,17,68,59,21,28,628,3,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,30,Saltillo,880601,28720,6078,4681,12782,12196,4617,6618,142342,1882,14,184,14,240,266,34,18,25,38,75,20,148,25,0,0,0,0,7,7,7
5,Coahuila de Zaragoza,31,San Buenaventura,24989,1575,335,286,793,708,246,346,3734,16,0,1,0,3,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,32,San Juan de Sabinas,42405,2162,490,347,1193,704,348,566,5142,368,2,10,4,61,93,21,11,36,30,55,13,37,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,33,San Pedro,101622,6131,1087,905,3096,2676,804,1231,27472,18,5,8,1,2,2,1,1,1,1,1,0,1,3,0,1,0,0,0,0,0
5,Coahuila de Zaragoza,34,Sierra Mojada,6904,298,78,49,125,164,47,60,831,2,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,35,Torreón,720927,32722,6040,5423,15830,14413,4342,6572,158116,715,5,140,13,69,96,20,4,9,31,19,8,20,17,0,0,0,0,1,1,1
5,Coahuila de Zaragoza,36,Viesca,20416,1616,298,234,838,672,184,300,5651,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,37,Villa Unión,6303,429,90,54,156,234,50,74,1702,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Coahuila de Zaragoza,38,Zaragoza,13517,781,140,132,388,323,122,176,2568,9,0,1,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
6,Colima,1,Armería,27832,1852,382,357,933,824,265,297,2713,31,91,7,1,4,4,1,0,1,1,3,0,3,0,0,0,0,0,0,0,0
6,Colima,2,Colima,157482,9600,1784,1783,5121,3859,1236,1777,27906,888,132,174,12,148,198,44,17,45,52,78,32,53,16,0,0,0,0,0,0,0
6,Colima,3,Comala,21925,1515,306,295,750,644,198,273,4196,49,14,12,0,10,15,2,0,4,4,6,5,4,0,0,0,0,0,0,0,0
6,Colima,4,Coquimatlán,21096,1578,324,304,805,704,177,242,4034,58,26,11,0,8,11,2,2,4,2,4,0,3,0,0,0,0,0,0,0,0
6,Colima,5,Cuauhtémoc,31473,1988,467,339,997,886,269,357,4754,94,21,24,1,14,26,10,3,6,10,10,11,4,1,0,0,0,0,0,0,0
6,Colima,6,Ixtlahuacán,5691,397,96,63,203,179,50,75,295,20,17,4,0,4,4,3,0,0,1,2,1,0,2,0,0,0,0,0,0,0
6,Colima,7,Manzanillo,191645,8579,1708,1633,4034,3973,1430,1610,30556,997,403,45,12,48,53,19,11,4,5,18,7,13,5,0,1,1,0,0,0,0
6,Colima,8,Minatitlán,10291,429,95,92,205,173,90,89,896,24,28,7,0,2,5,1,0,2,0,3,1,1,1,0,0,0,0,0,0,0
6,Colima,9,Tecomán,117829,7454,1465,1338,3712,3469,1163,1336,20632,217,77,29,3,28,23,7,2,5,7,21,4,5,8,0,0,0,0,0,0,0
6,Colima,10,Villa de Álvarez,149902,6488,1229,1230,3007,2776,939,1184,27092,539,100,110,7,85,117,38,16,16,26,66,23,30,7,0,1,0,0,3,3,3
7,Chiapas,1,Acacoyagua,18263,895,230,242,395,356,287,255,6089,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,2,Acala,21474,1140,187,202,636,437,156,213,7273,8,1,5,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,Chiapas,3,Acapetahua,27477,1863,401,392,799,936,386,406,10790,5,3,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,4,Altamirano,36391,962,306,266,410,415,310,339,8569,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,5,Amatán,24640,1143,363,315,540,523,269,290,7257,6,2,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,6,Amatenango de la Frontera,31762,1444,409,328,666,637,346,335,7027,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,8,Angel Albino Corzo,32197,1155,264,201,507,472,208,194,8639,4,0,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7,Chiapas,9,Arriaga,41854,2595,502,519,1343,1108,462,483,16554,380,31,45,1,22,24,8,6,5,7,14,4,5,0,0,0,0,0,1,1,1
7,Chiapas,10,Bejucal de Ocampo,7379,291,95,103,166,104,98,103,1524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,11,Bella Vista,20205,1088,344,209,409,476,239,221,2559,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,12,Berriozábal,65623,2681,533,490,1175,1133,429,406,27606,17,12,6,0,3,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,13,Bochil,37276,1345,345,317,599,620,330,346,10474,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,14,El Bosque,24347,624,179,147,271,249,167,178,3649,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,15,Cacahoatán,50253,2091,543,404,879,913,452,413,21579,11,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7,Chiapas,16,Catazajá,18061,1399,325,246,688,743,222,263,6936,5,3,1,0,0,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0
7,Chiapas,17,Cintalapa,91311,4262,989,756,1985,1849,771,820,40968,9,4,5,0,1,1,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0
7,Chiapas,19,Comitán de Domínguez,166729,6231,1564,1187,2958,2709,1087,1305,69581,562,15,19,1,17,15,7,0,3,1,7,3,5,0,0,0,0,0,0,0,0
7,Chiapas,20,La Concordia,51926,2748,641,546,1265,1132,519,543,11039,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,Chiapas,21,Copainalá,22384,1114,279,231,518,476,201,187,7131,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,22,Chalchihuitán,21915,553,194,197,258,246,137,83,5438,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,23,Chamula,101970,2127,857,545,835,949,579,570,19556,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,24,Chanal,13678,493,174,107,183,217,135,132,1894,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,25,Chapultenango,7496,452,146,75,153,226,71,51,1396,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,26,Chenalhó,47397,694,337,280,339,325,310,293,9625,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,27,Chiapa de Corzo,113027,4375,1026,727,2209,1907,779,850,47452,47,77,16,1,5,8,1,2,2,4,3,2,3,4,0,0,0,0,0,0,0
7,Chiapas,28,Chiapilla,6160,322,70,62,169,116,57,68,1455,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,29,Chicoasén,5409,344,74,75,158,153,64,55,2095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,30,Chicomuselo,37154,1552,397,310,657,619,340,307,8089,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,31,Chilón,137479,4178,1554,1534,1998,1766,1619,1842,33531,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,32,Escuintla,31198,1531,358,312,679,667,323,377,9845,5,8,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,34,Frontera Comalapa,81394,4213,969,778,1782,1920,693,702,32799,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,35,Frontera Hidalgo,14656,595,133,117,262,196,157,147,6123,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,36,La Grandeza,7711,284,72,57,112,131,73,59,1324,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,37,Huehuetán,36435,1556,350,279,713,707,320,304,15030,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,Chiapas,38,Huixtán,22975,854,296,253,343,346,245,274,3746,4,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,Chiapas,39,Huitiupán,27961,1128,354,334,523,396,368,345,9281,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,40,Huixtla,53934,2575,530,459,1172,1225,514,536,22923,4,13,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,41,La Independencia,46476,1439,428,352,724,597,331,364,7434,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,Chiapas,42,Ixhuatán,11435,830,191,168,352,291,200,235,1199,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,Chiapas,44,Ixtapa,29087,1256,400,284,583,500,312,290,6050,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,45,Ixtapangajoya,6312,284,66,43,115,137,58,40,2185,3,0,1,1,2,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0
7,Chiapas,46,Jiquipilas,42117,2449,633,422,1233,1044,365,462,13835,25,2,9,1,4,2,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0
7,Chiapas,48,Juárez,21807,1499,342,309,736,696,290,311,8325,13,8,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,49,Larráinzar,31259,740,291,227,317,334,232,216,5682,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,51,Mapastepec,47801,2237,524,425,1062,982,429,436,16544,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,52,Las Margaritas,141520,4315,1372,978,1901,1814,1124,1244,24317,33,5,10,0,1,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0
7,Chiapas,53,Mazapa de Madero,7936,407,138,140,167,148,142,165,816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,54,Mazatán,28548,1424,307,270,716,631,246,290,9527,5,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,55,Metapa,5879,417,82,73,192,185,79,76,2473,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,57,Motozintla,76769,2615,639,580,950,1094,636,671,15653,5,13,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
7,Chiapas,59,Ocosingo,237669,6657,2230,2252,3057,2991,2452,2331,69206,4,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,60,Ocotepec,14088,383,122,129,173,138,122,121,2783,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,61,Ocozocoautla de Espinosa,99729,4482,1121,873,1959,1966,864,806,41585,39,10,11,2,3,5,2,1,1,1,2,2,1,2,0,0,0,0,0,0,0
7,Chiapas,62,Ostuacán,18657,1331,333,326,644,629,237,216,5655,5,8,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,64,Oxchuc,54970,1347,500,391,584,645,376,402,4046,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,65,Palenque,133715,6450,1642,1396,2796,3041,1442,1402,48900,23,23,4,0,3,4,1,0,0,1,2,0,1,3,0,0,0,0,0,0,0
7,Chiapas,66,Pantelhó,26495,673,249,179,323,309,193,210,7260,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,67,Pantepec,12302,625,193,101,236,265,131,133,2368,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,68,Pichucalco,32005,1986,431,347,891,1066,311,308,14554,8,30,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,69,Pijijiapan,53692,2961,679,621,1514,1277,636,676,18797,11,29,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,70,El Porvenir,12277,403,126,127,158,174,122,136,542,3,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
7,Chiapas,71,Villa Comaltitlán,31688,1537,360,312,693,795,299,280,13415,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,72,Pueblo Nuevo Solistahuacán,29703,2330,537,597,891,903,480,563,7829,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,74,Reforma,44829,3255,629,681,1409,1657,576,643,15074,91,26,9,0,8,16,0,0,1,3,6,1,0,3,0,0,0,0,0,0,0
7,Chiapas,75,Las Rosas,29058,1014,296,246,478,405,236,265,8548,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,76,Sabanilla,29896,682,281,215,301,290,257,198,4355,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,77,Salto de Agua,64707,2344,994,697,1047,1233,706,686,11709,6,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7,Chiapas,78,San Cristóbal de las Casas,215899,6800,1620,1343,2815,3164,1277,1433,96593,58,10,18,0,4,5,1,1,2,2,2,2,4,4,0,0,1,0,2,2,2
7,Chiapas,79,San Fernando,42145,2023,433,411,1015,788,405,482,14670,6,6,3,0,1,2,0,1,1,1,2,0,1,2,0,0,0,0,0,0,0
7,Chiapas,80,Siltepec,25949,854,229,178,344,287,249,300,2893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,81,Simojovel,53043,1251,426,337,579,554,328,287,15022,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,83,Socoltenango,19255,970,271,172,419,417,186,254,3587,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,84,Solosuchiapa,8666,302,93,89,132,112,102,99,2322,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,85,Soyaló,10904,627,141,128,265,276,113,91,1918,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,86,Suchiapa,25935,908,240,162,409,299,212,165,10094,9,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,Chiapas,87,Suchiate,42016,2075,405,394,927,858,519,534,20757,5,9,4,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0
7,Chiapas,88,Sunuapa,2323,212,54,41,72,111,41,15,671,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,89,Tapachula,354724,16426,3518,4380,7023,6885,3404,3568,150537,151,238,36,8,12,10,11,5,4,9,10,3,6,18,0,0,0,1,1,1,1
7,Chiapas,91,Tapilula,13674,892,244,176,354,463,153,136,3195,5,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7,Chiapas,92,Tecpatán,21820,1231,359,222,505,641,230,241,13082,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,93,Tenejapa,48166,1273,423,274,556,477,301,339,6835,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,Chiapas,94,Teopisca,49613,1558,482,344,615,658,340,300,15614,5,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7,Chiapas,96,Tila,83538,2044,671,629,822,712,667,595,20456,11,4,5,2,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0
7,Chiapas,97,Tonalá,93762,5210,932,829,2716,2250,770,935,35570,123,24,16,3,18,16,7,2,3,4,6,2,2,4,0,0,0,0,0,0,0
7,Chiapas,98,Totolapa,7254,376,116,120,228,122,134,153,1576,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,99,La Trinitaria,83948,3254,889,622,1509,1309,573,710,17204,27,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,100,Tumbalá,38119,1498,533,382,699,711,344,347,6912,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Chiapas,101,Tuxtla Gutiérrez,604408,23497,4816,4255,11584,10296,3968,4654,246148,667,285,132,14,85,109,30,10,15,13,87,13,17,28,0,0,0,0,3,3,3
