ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT,PCON_DISC,PCDISC_AUD,PCDISC_MEN,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_MOT2,PSINDER,CASOS_COVID,CASOS_DENGUE,NEUMONIA,EMBARAZO,DIABETES,HIPERTENSION,ASMA,INMUSUPR,CARDIOVASCULAR,RENAL_CRONICA,OBESIDAD,EPOC,TABAQUISMO,INTUBADO,ENFERMEDAD_ULC_PEPTICA,ENFERMEDAD_RENAL,INMUNOSUPR,CIRROSIS_HEPATICA,FIEBRE,EXANTEMA,CASOS_FIEBRE
20,Oaxaca,148,San Francisco Ozolotepec,2182,159,54,26,50,86,14,16,447,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,149,San Francisco Sola,2029,110,23,21,52,31,30,24,824,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,150,San Francisco Telixtlahuaca,13867,664,157,103,284,316,90,101,3921,17,1,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20,Oaxaca,152,San Francisco Tlapancingo,2472,204,54,24,87,98,27,16,249,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,153,San Gabriel Mixtepec,4923,263,54,53,111,126,36,34,597,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,156,San Ildefonso Villa Alta,3680,191,57,40,86,100,30,23,1437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,157,San Jacinto Amilpas,16827,784,177,182,355,341,117,138,5587,41,4,13,0,12,6,3,2,2,3,4,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,158,San Jacinto Tlacotepec,2233,212,46,49,58,90,38,39,133,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,159,San Jerónimo Coatlán,5576,365,68,98,164,160,53,29,867,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,165,San José Ayuquila,1629,199,48,38,105,98,20,29,196,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,166,San José Chiltepec,11337,904,231,144,373,465,134,123,2654,21,0,4,0,7,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20,Oaxaca,169,San José Independencia,4251,447,148,167,189,232,76,64,1082,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Oaxaca,171,San José Tenango,18121,1625,557,489,720,922,325,342,3903,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,172,San Juan Achiutla,419,41,18,12,21,14,8,11,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,174,Ánimas Trujano,4570,281,56,35,121,139,27,33,1731,14,1,4,2,3,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20,Oaxaca,175,San Juan Bautista Atatlahuca,1424,154,47,23,64,59,28,15,154,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,176,San Juan Bautista Coixtlahuaca,2762,281,83,47,156,135,31,47,642,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,177,San Juan Bautista Cuicatlán,10394,922,284,165,395,454,166,111,2146,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,178,San Juan Bautista Guelache,6692,307,94,55,132,131,40,48,2525,11,1,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,2181,189,53,43,96,72,38,25,451,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,183,San Juan Bautista Tlachichilco,1478,176,47,30,85,77,24,13,395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,184,San Juan Bautista Tuxtepec,159767,11552,2471,2152,5304,5607,1648,1793,53422,605,62,112,17,104,74,12,10,23,18,67,16,17,17,0,0,0,0,0,0,0
20,Oaxaca,185,San Juan Cacahuatepec,8939,604,145,162,290,263,116,98,2090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,186,San Juan Cieneguilla,525,65,23,16,45,33,7,10,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,187,San Juan Coatzóspam,1810,130,51,23,60,44,34,25,356,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,188,San Juan Colorado,9611,1082,309,201,540,568,200,203,1890,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,190,San Juan Cotzocón,22761,1390,357,308,726,605,250,220,5066,8,3,3,1,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,191,San Juan Chicomezúchil,314,23,2,3,16,3,2,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,192,San Juan Chilateca,1522,66,17,15,30,24,8,10,632,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20,Oaxaca,193,San Juan del Estado,2807,246,70,64,132,103,32,48,1267,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,197,San Juan Guelavía,3294,274,51,31,153,116,24,34,1056,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,198,San Juan Guichicovi,29876,2514,803,449,1037,1107,406,364,6044,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
20,Oaxaca,203,San Juan Lachigalla,3538,244,56,53,161,68,45,58,654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,205,San Juan Lalana,17007,2079,472,542,705,1185,509,325,6123,13,0,6,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,207,San Juan Mazatlán,19060,1359,466,301,524,667,239,160,5386,3,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,211,San Juan Ozolotepec,3413,165,51,36,72,59,28,16,483,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,212,San Juan Petlapa,3117,154,56,61,60,61,45,34,578,5,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,213,San Juan Quiahije,4209,164,48,40,46,52,38,40,491,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,220,San Juan Tepeuxila,2703,186,65,37,62,62,44,31,324,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,221,San Juan Teposcolula,1503,95,29,14,52,48,7,22,309,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,227,San Lorenzo Cacaotepec,18382,932,197,176,494,410,121,149,7045,35,8,8,2,6,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,229,San Lorenzo Texmelúcan,9155,467,164,118,189,219,118,98,975,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,230,San Lorenzo Victoria,932,143,50,40,80,59,26,31,374,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,232,San Lucas Ojitlán,22194,1464,381,370,645,660,316,274,4551,45,2,16,3,5,1,5,0,1,1,6,3,3,1,0,0,0,0,0,0,0
20,Oaxaca,234,San Lucas Zoquiápam,7163,641,225,178,269,384,105,106,920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,235,San Luis Amatlán,3843,573,136,123,389,232,78,106,829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,236,San Marcial Ozolotepec,1394,99,34,29,44,33,33,37,84,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,238,San Martín de los Cansecos,994,114,25,22,66,44,6,13,391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,239,San Martín Huamelúlpam,1000,139,47,22,85,80,22,24,113,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,240,San Martín Itunyoso,2761,259,78,52,134,150,36,48,788,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,243,San Martín Tilcajete,1988,168,45,19,85,73,12,21,861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,244,San Martín Toxpalan,3943,303,91,57,118,164,43,30,1002,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,245,San Martín Zacatepec,1331,158,38,34,95,79,31,24,378,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,247,Capulálpam de Méndez,1619,118,22,15,56,64,11,20,348,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,248,San Mateo del Mar,15571,781,168,120,387,339,118,106,2485,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,250,San Mateo Etlatongo,1243,105,22,12,68,44,9,12,168,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,254,San Mateo Río Hondo,3227,226,71,51,117,86,50,54,707,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,257,San Melchor Betaza,1052,60,21,10,29,23,7,10,183,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,261,San Miguel Amatitlán,6932,491,181,114,218,221,112,84,1307,12,0,12,0,1,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
20,Oaxaca,262,San Miguel Amatlán,1005,68,22,19,27,20,17,16,316,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,264,San Miguel Chicahua,2182,89,31,21,33,30,17,18,224,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,265,San Miguel Chimalapa,6755,533,141,115,262,243,87,85,1343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,266,San Miguel del Puerto,8659,569,113,83,284,218,83,48,1849,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,267,San Miguel del Río,245,14,4,2,8,6,2,2,120,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,268,San Miguel Ejutla,1156,74,21,14,44,23,13,8,419,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,269,San Miguel el Grande,4316,221,66,33,98,96,35,32,571,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,270,San Miguel Huautla,1315,130,30,29,77,37,13,13,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,272,San Miguel Panixtlahuaca,6265,244,65,85,101,105,93,76,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,274,San Miguel Piedras,1331,110,33,17,61,44,13,13,235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,277,Villa Sola de Vega,12468,717,185,159,363,289,203,162,5517,7,4,5,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
20,Oaxaca,278,San Miguel Soyaltepec,38702,3372,904,828,1379,1617,682,608,7346,27,5,10,4,3,3,2,1,1,2,2,0,0,2,0,0,0,0,2,2,2
20,Oaxaca,279,San Miguel Suchixtepec,2968,187,55,38,78,74,63,46,797,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,280,Villa Talea de Castro,2011,260,65,54,144,100,31,33,476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,281,San Miguel Tecomatlán,312,51,15,13,29,28,8,11,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,284,San Miguel Tilquiápam,3145,178,47,18,74,81,32,22,1370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,291,San Pablo Coatlán,4312,354,101,56,161,169,44,34,555,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,293,San Pablo Etla,17127,782,165,138,310,377,95,115,5527,44,5,14,0,10,15,3,1,3,1,3,1,2,3,0,0,0,0,0,0,0
20,Oaxaca,294,San Pablo Huitzo,7039,521,120,73,270,243,48,78,2631,15,0,9,0,4,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
20,Oaxaca,295,San Pablo Huixtepec,10024,663,134,100,401,231,84,104,4558,18,0,4,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,296,San Pablo Macuiltianguis,957,126,41,22,71,41,16,11,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,297,San Pablo Tijaltepec,2752,41,7,3,24,15,6,5,146,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,298,San Pablo Villa de Mitla,13598,914,224,122,426,386,109,143,5415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,300,San Pedro Amuzgos,6639,600,162,179,221,310,97,116,1682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,301,San Pedro Apóstol,1598,202,51,32,111,114,19,36,325,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,303,San Pedro Cajonos,1081,62,13,15,36,16,7,8,413,4,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,305,San Pedro Comitancillo,4345,371,57,57,194,181,42,44,400,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,307,San Pedro Huamelula,9747,536,108,98,282,203,86,78,1999,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,308,San Pedro Huilotepec,3318,168,26,26,92,59,25,18,561,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,309,San Pedro Ixcatlán,10368,618,197,135,229,312,132,106,1512,12,7,2,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,310,San Pedro Ixtlahuaca,14565,834,165,147,362,429,126,106,5675,20,4,6,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,312,San Pedro Jicayán,11281,1041,290,274,464,486,302,204,2899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,315,San Pedro Mártir,1899,148,39,29,81,51,18,21,978,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,318,San Pedro Mixtepec,49823,2539,523,497,1248,1154,436,460,16722,30,11,17,0,11,5,0,1,4,0,2,1,3,1,0,0,0,0,0,0,0
20,Oaxaca,320,San Pedro Molinos,706,51,19,15,25,15,7,4,185,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,321,San Pedro Nopala,763,42,16,8,24,15,5,9,186,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,324,San Pedro Pochutla,48300,2222,527,491,1034,985,460,377,18655,38,9,24,2,7,10,1,3,1,1,0,1,4,7,0,0,0,0,0,0,0
20,Oaxaca,325,San Pedro Quiatoni,11949,840,228,139,416,341,122,107,2568,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,327,San Pedro Tapanatepec,15778,1313,241,198,655,528,191,225,4758,4,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,Oaxaca,330,San Pedro Teutila,4300,504,78,125,270,189,65,52,544,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
20,Oaxaca,333,San Pedro Totolápam,3303,313,97,52,180,109,54,47,930,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,334,Villa de Tututepec,50821,4676,913,884,2357,2114,595,606,12010,3,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,337,San Pedro y San Pablo Ayutla,5635,517,125,99,232,326,52,75,1544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,338,Villa de Etla,10361,440,108,88,196,177,67,84,3830,43,3,11,2,7,6,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,4365,302,74,49,166,131,48,48,866,5,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,1771,251,86,56,145,117,36,51,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,341,San Pedro Yucunama,241,21,7,7,11,7,1,3,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,342,San Raymundo Jalpan,4105,162,41,33,81,69,27,27,1199,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,343,San Sebastián Abasolo,2011,163,31,12,87,71,13,20,856,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,345,San Sebastián Ixcapa,4193,267,68,44,141,122,47,39,925,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,8229,683,189,134,328,299,122,119,2706,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,350,San Sebastián Tutla,16895,502,103,80,208,203,76,73,5073,52,8,12,3,13,11,4,2,2,1,0,2,1,0,0,0,0,0,1,1,1
20,Oaxaca,352,San Simón Zahuatlán,4940,256,136,93,123,97,97,78,3120,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,357,Santa Ana Tavela,848,126,35,23,66,55,16,12,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,360,Santa Ana Zegache,3990,168,48,38,86,74,33,43,1685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,363,Santa Catarina Ixtepeji,2692,159,42,31,89,66,21,25,1089,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,364,Santa Catarina Juquila,18700,908,195,160,367,422,157,135,4602,10,1,3,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,375,Santa Cruz Amilpas,13200,419,97,76,183,160,74,69,4308,31,6,9,4,8,9,1,1,2,3,1,0,0,0,0,0,0,0,2,2,2
20,Oaxaca,377,Santa Cruz Itundujia,10992,1164,318,303,512,564,198,171,1038,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,378,Santa Cruz Mixtepec,3735,253,38,27,131,112,25,32,1055,6,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,379,Santa Cruz Nundaco,2951,154,48,41,74,85,21,29,726,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,380,Santa Cruz Papalutla,2242,160,16,16,93,64,15,18,533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,381,Santa Cruz Tacache de Mina,2940,265,62,32,131,116,33,43,515,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,385,Santa Cruz Xoxocotlán,100404,4615,965,850,2013,2181,647,670,37709,291,17,72,9,56,58,8,7,16,15,14,3,4,9,0,0,0,0,3,3,3
20,Oaxaca,386,Santa Cruz Zenzontepec,19083,946,202,235,410,346,243,187,840,7,1,3,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0
20,Oaxaca,387,Santa Gertrudis,2893,248,59,23,125,103,30,37,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,388,Santa Inés del Monte,2854,103,27,18,54,20,23,20,699,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,390,Santa Lucía del Camino,50362,2209,542,399,1049,956,287,356,17643,156,12,26,1,25,25,7,3,0,0,8,3,5,1,0,0,0,0,0,0,0
20,Oaxaca,391,Santa Lucía Miahuatlán,3383,123,27,23,50,32,34,25,697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,393,Santa Lucía Ocotlán,4180,216,39,19,143,52,25,46,630,3,0,3,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,40154,2084,542,422,837,1105,369,333,15934,110,0,11,0,15,12,5,2,2,2,19,6,2,0,0,0,0,0,0,0,0
20,Oaxaca,398,Ayoquezco de Aldama,4892,375,74,72,226,107,47,53,1244,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,399,Santa María Atzompa,41931,2054,405,347,871,992,269,262,16588,110,6,27,6,15,12,5,2,1,2,5,2,1,4,0,0,0,0,0,0,0
20,Oaxaca,400,Santa María Camotlán,1714,205,78,50,107,88,31,36,328,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,401,Santa María Colotepec,27075,1273,292,216,551,588,206,171,8659,1,7,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,403,Santa María Coyotepec,3764,119,19,28,60,42,19,22,1475,9,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,406,Santa María Chilchotla,21494,1427,465,373,638,755,260,267,3685,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Oaxaca,407,Santa María Chimalapa,9628,542,131,115,220,255,104,89,2130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,409,Santa María del Tule,8964,399,64,50,169,210,55,69,2642,38,5,5,1,8,7,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,413,Santa María Huatulco,50895,1964,407,395,854,864,363,309,16276,286,27,19,3,15,14,7,6,2,2,6,3,2,1,0,0,0,0,1,1,1
20,Oaxaca,414,Santa María Huazolotitlán,12035,898,183,166,477,435,99,122,3384,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,417,Santa María Jacatepec,9715,697,178,117,313,311,145,103,1894,18,2,1,0,5,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,418,Santa María Jalapa del Marqués,11747,623,139,119,334,258,95,123,2912,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,420,Santa María Lachixío,1679,64,17,16,21,30,15,10,137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,426,Santa María Peñoles,8967,629,212,141,316,276,88,51,2068,11,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,427,Santa María Petapa,16723,1011,257,191,505,420,135,134,5796,6,1,3,2,1,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0
20,Oaxaca,428,Santa María Quiegolani,2224,153,41,23,75,59,20,21,168,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,429,Santa María Sola,1518,138,25,15,76,41,17,19,762,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,431,Santa María Tecomavaca,1830,170,44,43,90,82,26,19,297,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,432,Santa María Temaxcalapa,903,44,14,6,14,25,7,4,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,437,Santa María Tlahuitoltepec,9653,394,127,94,148,209,49,63,2671,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,439,Santa María Tonameca,25347,1467,430,375,714,682,327,276,6587,12,7,9,1,3,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
20,Oaxaca,443,Santa María Yavesía,434,27,9,2,14,11,3,4,17,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,446,Santa María Yucuhiti,6018,629,242,116,203,399,98,79,780,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Oaxaca,447,Santa María Zacatepec,17104,1768,558,535,816,965,340,286,4611,2,1,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,450,Santiago Amoltepec,13866,561,145,159,203,240,167,147,1021,9,0,5,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
20,Oaxaca,451,Santiago Apoala,1022,108,43,25,71,44,21,14,165,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Oaxaca,452,Santiago Apóstol,4427,308,74,35,206,94,41,36,2494,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,453,Santiago Astata,3920,279,57,46,172,114,33,41,863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,454,Santiago Atitlán,3564,264,49,48,140,115,26,37,869,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,455,Santiago Ayuquililla,2906,269,72,45,124,117,17,17,676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Oaxaca,456,Santiago Cacaloxtepec,1669,148,62,38,71,72,34,26,571,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
